year,first_name,middle_name,last_name,affiliation,original specialization,modified specializationmemoriam,email_affiliation,related_aff,umbrella_spec,,
1991,Nicholas,P,Anagnou,['University of Athens School of Medicine'],"['Genetics', 'Hematology', 'Molecular Biology', 'Gene Transfer/Gene Therapy']","['Genetics', 'Hematology']",['ASCI'],[],[],,
1991,Robert,L.,Barchi,"['Rutgers, The State University of New Jersey']","['Administration', 'Neurology', 'Neurobiology']",['Neurology'],['ASCI'],['Rutgers University Affiliates*'],"['Rutgers, New Jersey Medical School', 'Rutgers, Robert Wood Johnson Medical School', 'Rutgers, The State University of New Jersey']",,
1991,Christopher,C.,Benz,"['University of California, San Francisco, School of Medicine']",[],[],['ASCI'],[],[],,
1991,Akhil,,Bidani,[],[],[],['ASCI'],[],[],,
1991,Roberto,,Bolli,['University of Louisville School of Medicine'],"['Cardiology', 'Cardiovascular Disease']","['Cardiology', 'Cardiovascular Disease']",['ASCI'],[],[],,
1991,Robert,C.,Brunham,[],[],[],['ASCI'],[],[],,
1991,Samuel,A,Burstein,[],"['Bone marrow transplantation', 'Molecular Biology', 'Cell Biology', 'Oncology', 'Hematology']","['Bone marrow transplantation', 'Hematology']",['ASCI'],[],[],,
1991,Robert,J.,Coffey,"['Vanderbilt University School of Medicine', 'Veterans Health Administration']","['Medicine', 'Cell Biology', 'Oncology', 'Developmental Biology', 'Gastroenterology']","['Medicine', 'Gastroenterology']",['ASCI'],['VAMC Affiliates*'],"['VAMC Bedford, MA', 'VAMC Denver', 'VAMC Memphis', 'VAMC Miami', 'VAMC Minneapolis', 'VAMC San Diego', 'VAMC San Francisco', 'VAMC Seattle', 'VAMC Tucson', 'Veterans Administration Medical Center (Pittsburgh)', 'Veterans Health Administration']",,
1991,Kenneth,H,Cowan,['University of Nebraska Medical Center'],"['Oncology', 'Pharmacology', 'Gene Transfer/Gene Therapy', 'Genetics', 'Drug Development']",['Genetics'],['ASCI'],['University of Nebraska Affiliates*'],"['University of Nebraska Medical Center', 'University of Nebraska, College of Medicine']",,
1991,Erika,C.,Crouch,['Washington University School of Medicine in St. Louis'],"['Microbiology', 'Biochemistry', 'Molecular Biology', 'Pathology', 'Pulmonology', 'Cell Biology']","['Microbiology', 'Pathology', 'Pulmonology']",['ASCI'],[],[],,
1991,Jurrien,,Dean,['National Institutes of Health'],"['Developmental Biology', 'Genetics', 'Internal Medicine', 'Molecular Biology']","['Genetics', 'Internal Medicine']",['ASCI'],[],[],,
1991,John,P.,DiMarco,['University of Virginia School of Medicine'],"['Cardiovascular Disease', 'Cardiology']","['Cardiovascular Disease', 'Cardiology']",['ASCI'],['University of Virginia Affiliates*'],"['University of Virginia Medical Center', 'University of Virginia School of Medicine']",,
1991,William,S.,Evans,['University of Virginia School of Medicine'],"['Endocrinology', 'Internal Medicine']","['Endocrinology', 'Internal Medicine']",['ASCI'],['University of Virginia Affiliates*'],"['University of Virginia Medical Center', 'University of Virginia School of Medicine']",,
1991,Mark,C.,Fishman,['Novartis Institutes for BioMedical Research'],"['Cardiovascular Disease', 'Cardiology', 'Genetics', 'Developmental Biology']","['Cardiovascular Disease', 'Cardiology', 'Genetics']",['ASCI'],['Norvatis Affiliates*'],"['Novartis Institutes for BioMedical Research', 'Novartis Pharmaceuticals Corporation']",,
1991,Richard,A.,Galbraith,['University of Vermont Larner College of Medicine'],"['Metabolism', 'Neurobiology', 'Biochemistry', 'Internal Medicine', 'Pharmacology', 'Administration', 'Endocrinology']","['Metabolism', 'Internal Medicine', 'Endocrinology']",['ASCI'],[],[],,
1991,Edward,Paul,Gelmann,['Columbia University College of Physicians & Surgeons'],"['Molecular Biology', 'Oncology', 'Genetics', 'Internal Medicine', 'Cell Biology']","['Genetics', 'Internal Medicine']",['ASCI'],[],[],,
1991,Gordon,D.,Ginder,"['Virginia Commonwealth University School of Medicine', 'Virginia Commonwealth University Massey Cancer Center']","['Oncology', 'Molecular Biology', 'Hematology']",['Hematology'],['ASCI'],['Virginia Commonwealth University Affiliates*'],"['Virginia Commonwealth University Massey Cancer Center', 'Virginia Commonwealth University School of Medicine']",,
1991,Ira,J.,Goldberg,['New York University School of Medicine'],"['Preventive Medicine', 'Cardiovascular Disease', 'Epidemiology', 'Metabolism']","['Cardiovascular Disease', 'Metabolism']",['ASCI'],[],[],,
1991,Ronald,H.,Goldstein,['Boston University School of Medicine'],"['Metabolism', 'Pulmonology', 'Critical Care Medicine', 'Molecular Biology', 'Cell Biology', 'Internal Medicine']","['Metabolism', 'Pulmonology', 'Critical Care Medicine', 'Internal Medicine']",['ASCI'],['Boston University Affiliates*'],"['Boston University School of Medicine', 'Boston University School of Public Health']",,
1991,Michael,S.,Goligorsky,['New York Medical College'],"['Cardiovascular Disease', 'Pharmacology', 'Nephrology', 'Physiology', 'Cell Biology']","['Cardiovascular Disease', 'Nephrology']",['ASCI'],[],[],,
1991,Gregory,A.,Grabowski,"['University of Cincinnati College of Medicine', ""Cincinnati Children's Hospital""]","['Biochemistry', 'Molecular Biology', 'Genetics', 'Pediatrics']","['Genetics', 'Pediatrics']",['ASCI'],[],[],,
1991,Robert,M.,Graham,['Victor Chang Cardiac Research Institute'],"['Cardiology', 'Hypertension', 'Cardiovascular Disease']","['Cardiology', 'Cardiovascular Disease']",['ASCI'],[],[],,
1991,Ronald,E.,Gress,['National Institutes of Health'],['Oncology'],[],['ASCI'],[],[],,
1991,Michael,,Grunstein,"['University of Pennsylvania Perelman School of Medicine', ""Children's Hospital of Philadelphia""]","['Molecular Biology', 'Physiology', 'Cell Biology', 'Pediatrics', 'Pulmonology']","['Pediatrics', 'Pulmonology']",['ASCI'],[],[],,
1991,Yusuf,A.,Hannun,['Renaissance School of Medicine at Stony Brook University'],['Oncology'],[],['ASCI'],[],[],,
1991,Katherine,Ann,High,['University of Pennsylvania Perelman School of Medicine'],"['Molecular Biology', 'Internal Medicine', 'Genetics', 'Hematology', 'Gene Transfer/Gene Therapy']","['Internal Medicine', 'Genetics', 'Hematology']",['ASCI'],[],[],,
1991,Helen,H.,Hobbs,['University of Texas Southwestern Medical Center'],"['Metabolism', 'Internal Medicine', 'Genetics']","['Metabolism', 'Internal Medicine', 'Genetics']",['ASCI'],[],[],,
1991,Stephen,Paul,James,['National Institutes of Health'],"['Internal Medicine', 'Gastroenterology', 'Immunology']","['Internal Medicine', 'Gastroenterology']",['ASCI'],[],[],,
1991,Robert,W,Karr,[],"['Administration', 'Immunology', 'Rheumatology']",['Rheumatology'],['ASCI'],[],[],,
1991,Thomas,J.,Kipps,"['University of California, San Diego, School of Medicine']","['Rheumatology', 'Hematology', 'Cell Biology', 'Oncology', 'Biochemistry', 'Genetics', 'Immunology', 'Molecular Biology']","['Rheumatology', 'Hematology', 'Genetics']",['ASCI'],[],[],,
1991,Anne,,Klibanski,"['Harvard Medical School, Massachusetts General Hospital']",['Endocrinology'],['Endocrinology'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
1991,Richard,,Kolesnick,['Memorial Sloan Kettering Cancer Center'],"['Endocrinology', 'Cell Biology', 'Biochemistry', 'Developmental Biology']",['Endocrinology'],['ASCI'],[],[],,
1991,Theodore,George,Krontiris,[],[],[],['ASCI'],[],[],,
1991,Ira,,Kurtz,"['University of California, Los Angeles, David Geffen School of Medicine']",['Nephrology'],['Nephrology'],['ASCI'],[],[],,
1991,Ronald,M.,Lechan,['Tufts Medical Center'],"['Endocrinology', 'Internal Medicine', 'Neurobiology']","['Endocrinology', 'Internal Medicine']",['ASCI'],['Tuft University Affiliates*'],"['Tufts Medical Center', 'Tufts University School of Medicine']",,
1991,Jeffrey,M.,Leiden,"['Harvard School of Public Health', 'Clarus Ventures']","['Cardiology', 'Cardiovascular Disease', 'Neonatology', 'Drug Development', 'Genetics', 'Cell Biology', 'Molecular Biology', 'Immunology']","['Cardiology', 'Cardiovascular Disease', 'Neonatology', 'Genetics']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
1991,Richard,M.,Locksley,"['University of California, San Francisco, School of Medicine']","['Immunology', 'Microbiology', 'Infectious Disease']","['Microbiology', 'Infectious Disease']",['ASCI'],[],[],,
1991,John,Sherman,Lollar,[],[],[],['ASCI'],[],[],,
1991,Carlo,Louis,Mainardi,[],"['Rheumatology', 'Administration', 'Molecular Biology', 'Biochemistry']",['Rheumatology'],['ASCI'],[],[],,
1991,Louis,,Matis,[],"['Immunology', 'Oncology', 'Internal Medicine', 'Drug Development', 'Molecular Biology', 'Rheumatology', 'Allergy']","['Internal Medicine', 'Rheumatology', 'Allergy']",['ASCI'],[],[],,
1991,W.,Stratford,May,['University of Florida College of Medicine'],"['Molecular Biology', 'Administration', 'Internal Medicine', 'Hematology', 'Biochemistry', 'Oncology', 'Bone marrow transplantation', 'Cell Biology']","['Internal Medicine', 'Hematology', 'Bone marrow transplantation']",['ASCI'],[],[],,
1991,Lloyd,F.,Mayer,[],[],[],['ASCI'],[],[],,
1991,Philip,,McGlave,['University of Minnesota Medical School'],"['Critical Care Medicine', 'Bone marrow transplantation', 'Oncology', 'Genetics', 'Hematology', 'Internal Medicine']","['Critical Care Medicine', 'Bone marrow transplantation', 'Genetics', 'Hematology', 'Internal Medicine']",['ASCI'],[],[],,
1991,York,E,Miller,['University of Colorado School of Medicine'],"['Oncology', 'Pulmonology']",['Pulmonology'],['ASCI'],['University of Colorado Affiliates*'],"['University of Colorado Health Sciences Center', 'University of Colorado School of Medicine']",,
1991,Robert,L.,Modlin,"['University of California, Los Angeles, David Geffen School of Medicine']","['Infectious Disease', 'Microbiology', 'Dermatology', 'Immunology']","['Infectious Disease', 'Microbiology', 'Dermatology']",['ASCI'],[],[],,
1991,Chikao,,Morimoto,[],[],[],['ASCI'],[],[],,
1991,George,F.,Murphy,"[""Harvard Medical School, Brigham & Women's Hospital""]","['Pathology', 'Bone marrow transplantation', 'Administration', 'Dermatology', 'Immunology']","['Pathology', 'Bone marrow transplantation', 'Dermatology']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
1991,Edward,P.,Nord,['Renaissance School of Medicine at Stony Brook University'],"['Nephrology', 'Cell Biology']",['Nephrology'],['ASCI'],[],[],,
1991,Richard,Dale,Pearson,['University of Virginia School of Medicine'],"['Infectious Disease', 'Tropical Medicine', 'Internal Medicine']","['Infectious Disease', 'Internal Medicine']",['ASCI'],['University of Virginia Affiliates*'],"['University of Virginia Medical Center', 'University of Virginia School of Medicine']",,
1991,Mortimer,,Poncz,"['University of Pennsylvania Perelman School of Medicine', ""Children's Hospital of Philadelphia""]","['Hematology', 'Pediatrics', 'Molecular Biology']","['Hematology', 'Pediatrics']",['ASCI'],[],[],,
1991,Michael,B.,Prystowsky,['Albert Einstein College of Medicine of Yeshiva University'],"['Immunology', 'Pathology']",['Pathology'],['ASCI'],[],[],,
1991,Dan,M.,Roden,['Vanderbilt University School of Medicine'],"['Cardiovascular Disease', 'Pharmacology', 'Administration', 'Cardiology']","['Cardiovascular Disease', 'Cardiology']",['ASCI'],[],[],,
1991,G.,David,Roodman,['Indiana University School of Medicine'],"['Cell Biology', 'Oncology', 'Nutrition', 'Diabetes', 'Hematology', 'Physiology', 'Endocrinology', 'Metabolism', 'Developmental Biology']","['Diabetes', 'Hematology', 'Endocrinology', 'Metabolism']",['ASCI'],[],[],,
1991,Henry,,Rosen,['University of Washington School of Medicine'],"['Administration', 'Allergy', 'Biochemistry', 'Microbiology', 'Molecular Biology', 'Cell Biology', 'Immunology', 'Infectious Disease']","['Allergy', 'Microbiology', 'Infectious Disease']",['ASCI'],[],[],,
1991,Lanny,Jeffrey,Rosenwasser,[],[],[],['ASCI'],[],[],,
1991,Donald,H.,Rubin,['Vanderbilt University School of Medicine'],"['Genetics', 'Internal Medicine', 'Infectious Disease', 'Microbiology', 'Gastroenterology', 'Molecular Biology', 'Virology', 'Immunology']","['Genetics', 'Internal Medicine', 'Infectious Disease', 'Microbiology', 'Gastroenterology']",['ASCI'],[],[],,
1991,Michael,D.,Schneider,['Imperial College London'],"['Cardiovascular Disease', 'Cardiology', 'Developmental Biology', 'Molecular Biology']","['Cardiovascular Disease', 'Cardiology']",['ASCI'],[],[],,
1991,J.,Sanford,Schwartz,['University of Pennsylvania Perelman School of Medicine'],"['Epidemiology', 'General Medicine', 'Internal Medicine', 'Outcomes research', 'Health services research', 'Public Policy', 'Administration']","['General Medicine', 'Internal Medicine']",['ASCI'],[],[],,
1991,Michael,F.,Seldin,"['University of California, Davis, School of Medicine']","['Genetics', 'Internal Medicine', 'Rheumatology']","['Genetics', 'Internal Medicine', 'Rheumatology']",['ASCI'],[],[],,
1991,Julian,,Solway,['University of Chicago Pritzker School of Medicine'],"['Cell Biology', 'Pharmacology', 'Internal Medicine', 'Molecular Biology', 'Critical Care Medicine', 'Pulmonology', 'Physiology']","['Internal Medicine', 'Critical Care Medicine', 'Pulmonology']",['ASCI'],[],[],,
1991,Clifford,J.,Steer,['University of Minnesota Medical School'],"['Internal Medicine', 'Biochemistry', 'Gastroenterology', 'Gene Transfer/Gene Therapy', 'Hepatology', 'Molecular Biology', 'Cell Biology']","['Internal Medicine', 'Gastroenterology', 'Hepatology']",['ASCI'],[],[],,
1991,Frederick,,Suchy,"[""Children's Hospital Colorado""]","['Pediatrics', 'Gastroenterology', 'Physiology', 'Hepatology']","['Pediatrics', 'Gastroenterology', 'Hepatology']",['ASCI'],[],[],,
1991,Joel,D.,Taurog,['University of Texas Southwestern Medical Center'],"['Genetics', 'Immunology', 'Rheumatology', 'Internal Medicine']","['Genetics', 'Rheumatology', 'Internal Medicine']",['ASCI'],[],[],,
1991,John,Q.,Trojanowski,['University of Pennsylvania Perelman School of Medicine'],"['Neurobiology', 'Pathology']",['Pathology'],['ASCI'],[],[],,
1991,Petros,,Tsipouras,[],['Genetics'],['Genetics'],['ASCI'],[],[],,
1991,John,,Turk,['Washington University School of Medicine in St. Louis'],"['Diabetes', 'Biochemistry', 'Laboratory Medicine', 'Toxicology', 'Pharmacology', 'Internal Medicine']","['Diabetes', 'Laboratory Medicine', 'Toxicology', 'Internal Medicine']",['ASCI'],[],[],,
1991,Carl-Wilhelm,E.,Vogel,['Cancer Research Center of Hawaii'],"['Biochemistry', 'Molecular Biology', 'Administration', 'Laboratory Medicine', 'Pathology', 'Oncology', 'Immunology']","['Laboratory Medicine', 'Pathology']",['ASCI'],[],[],,
1991,James,N.,Weiss,"['University of California, Los Angeles, David Geffen School of Medicine']","['Molecular Biology', 'Cardiovascular Disease', 'Physiology', 'Biophysics', 'Cardiology', 'Metabolism']","['Cardiovascular Disease', 'Cardiology', 'Metabolism']",['ASCI'],[],[],,
1991,Ronald,L.,Wilder,[],"['Rheumatology', 'Genetics', 'Internal Medicine', 'Immunology', 'Drug Development']","['Rheumatology', 'Genetics', 'Internal Medicine']",['ASCI'],[],[],,
1991,Michael,Gregory,Ziegler,"['University of California, San Diego, School of Medicine']","['Internal Medicine', 'Hypertension', 'Physiology', 'Nephrology']","['Internal Medicine', 'Nephrology']",['ASCI'],[],[],,
1992,Asok,C.,Antony,['Indiana University School of Medicine'],"['Oncology', 'Hematology']",['Hematology'],['ASCI'],[],[],,
1992,Daniel,,Batlle,['Northwestern University Feinberg School of Medicine'],"['Nephrology', 'Hypertension']",['Nephrology'],['ASCI'],['Northwestern University Affiliates*'],"['Northwestern Memorial Hospital', 'Northwestern University Feinberg School of Medicine']",,
1992,Michel,,Baum,['University of Texas Southwestern Medical Center'],"['Pediatrics', 'Physiology', 'Nephrology']","['Pediatrics', 'Nephrology']",['ASCI'],[],[],,
1992,Kenneth,E.,Bernstein,['Cedars-Sinai Medical Center'],"['Molecular Biology', 'Hypertension', 'Developmental Biology', 'Biochemistry', 'Cardiovascular Disease', 'Genetics', 'Pathology']","['Cardiovascular Disease', 'Genetics', 'Pathology']",['ASCI'],[],[],,
1992,Andres,T.,Blei,[],[],[],['ASCI'],[],[],,
1992,James,,Bourdeau,[],['Nephrology'],['Nephrology'],['ASCI'],[],[],,
1992,Eric,Paul,Brass,[],[],[],['ASCI'],[],[],,
1992,Thomas,B.,Casale,['University of South Florida Morsani College of Medicine'],"['Pediatrics', 'Immunology', 'Internal Medicine', 'Allergy', 'Pulmonology', 'Administration', 'Dermatology']","['Pediatrics', 'Internal Medicine', 'Allergy', 'Pulmonology', 'Dermatology']",['ASCI'],[],[],,
1992,Paolo,,Casali,[],[],[],['ASCI'],[],[],,
1992,Bayard,D,Catherwood,[],[],[],['ASCI'],[],[],,
1992,Henry,Forrest,Chambers,[],[],[],['ASCI'],[],[],,
1992,Eugene,B.,Chang,['University of Chicago Pritzker School of Medicine'],"['Internal Medicine', 'Epidemiology', 'Molecular Biology', 'Administration', 'Physiology', 'Gastroenterology']","['Internal Medicine', 'Gastroenterology']",['ASCI'],[],[],,
1992,Curt,I.,Civin,[],[],[],['ASCI'],[],[],,
1992,Shaun,R.,Coughlin,['Novartis Institutes for BioMedical Research'],"['Molecular Biology', 'Biochemistry', 'Pharmacology', 'Cell Biology', 'Cardiology', 'Internal Medicine', 'Cardiovascular Disease', 'Developmental Biology']","['Cardiology', 'Internal Medicine', 'Cardiovascular Disease']",['ASCI'],['Norvatis Affiliates*'],"['Novartis Institutes for BioMedical Research', 'Novartis Pharmaceuticals Corporation']",,
1992,Allan,S,Detsky,"['Mount Sinai Hospital, Toronto']","['Outcomes research', 'Health services research', 'Internal Medicine', 'Epidemiology']",['Internal Medicine'],['ASCI'],['Mount Sinai Affiliates*'],"['Mount Sinai Hospital, Toronto', 'Icahn School of Medicine at Mount Sinai', 'Mount Sinai Beth Israel', 'Samuel Lunenfeld Research Institute of Mount Sinai Hospital']",,
1992,Richard,A.,Deyo,['Oregon Health Science University School of Medicine'],"['General Medicine', 'Health services research', 'Preventive Medicine', 'Internal Medicine', 'Public Policy', 'Epidemiology']","['General Medicine', 'Internal Medicine']",['ASCI'],['Oregon Health & Science Affiliates*'],"['Oregon Health & Science University', 'Oregon Health Science University School of Medicine']",,
1992,Jack,A.,Elias,['Brown University Medical School'],"['Allergy', 'Virology', 'Pulmonology', 'Critical Care Medicine', 'Immunology', 'Internal Medicine', 'Cell Biology']","['Allergy', 'Pulmonology', 'Critical Care Medicine', 'Internal Medicine']",['ASCI'],[],[],,
1992,Stephen,G.,Emerson,['Columbia University College of Physicians & Surgeons'],"['Internal Medicine', 'Biomedical Engineering', 'Hematology', 'Oncology', 'Biophysics', 'Developmental Biology', 'Cell Biology', 'Immunology', 'Bone marrow transplantation', 'Bioethics']","['Internal Medicine', 'Hematology', 'Bone marrow transplantation']",['ASCI'],[],[],,
1992,Harrison,W.,Farber,['Boston University School of Medicine'],"['Pulmonology', 'Internal Medicine', 'Critical Care Medicine']","['Pulmonology', 'Internal Medicine', 'Critical Care Medicine']",['ASCI'],['Boston University Affiliates*'],"['Boston University School of Medicine', 'Boston University School of Public Health']",,
1992,Kenneth,H.,Fischbeck,[],[],[],['ASCI'],[],[],,
1992,David,A,Fox,['University of Michigan Medical School'],['Immunology'],[],['ASCI'],[],[],,
1992,Craig,J.,Gerard,"[""Harvard Medical School, Boston Children's Hospital""]","['Immunology', 'Cell Biology', 'Pediatrics', 'Virology', 'Pulmonology', 'Infectious Disease']","['Pediatrics', 'Pulmonology', 'Infectious Disease']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
1992,Francisco,,Gonzalez-Scarano,"['University of Pennsylvania Perelman School of Medicine', 'University of Southern California Keck School of Medicine']","['Virology', 'Neurology']",['Neurology'],['ASCI'],[],[],,
1992,Frederick,Sanford,Gorelick,['Yale School of Medicine'],"['Gastroenterology', 'Cell Biology', 'Biochemistry']",['Gastroenterology'],['ASCI'],[],[],,
1992,Henry,William,Harris,[],[],[],['ASCI'],[],[],,
1992,David,G.,Harrison,['Vanderbilt University School of Medicine'],"['Cardiovascular Disease', 'Hypertension', 'Physiology', 'Cardiology', 'Biochemistry', 'Molecular Biology']","['Cardiovascular Disease', 'Cardiology']",['ASCI'],[],[],,
1992,Frederick,G.,Hayden,['University of Virginia School of Medicine'],"['Internal Medicine', 'Infectious Disease', 'Pathology', 'Virology']","['Internal Medicine', 'Infectious Disease', 'Pathology']",['ASCI'],['University of Virginia Affiliates*'],"['University of Virginia Medical Center', 'University of Virginia School of Medicine']",,
1992,Michael,Reuben,Hayden,['University of British Columbia School of Medicine'],"['Neurology', 'Genetics', 'Biochemistry', 'Cardiovascular Disease']","['Neurology', 'Genetics', 'Cardiovascular Disease']",['ASCI'],[],[],,
1992,Margaret,,Hostetter,['University of Cincinnati College of Medicine'],"['Infectious Disease', 'Microbiology', 'Pediatrics', 'Vaccines']","['Infectious Disease', 'Microbiology', 'Pediatrics']",['ASCI'],[],[],,
1992,James,A.,Hoxie,['University of Pennsylvania Perelman School of Medicine'],"['Molecular Biology', 'Infectious Disease', 'Vaccines', 'Oncology', 'Bone marrow transplantation', 'Immunology', 'Virology', 'Cell Biology', 'Hematology']","['Infectious Disease', 'Bone marrow transplantation', 'Hematology']",['ASCI'],[],[],,
1992,Warren,M.,Jackman,['University of Oklahoma Health Sciences Center'],"['Cardiology', 'Internal Medicine']","['Cardiology', 'Internal Medicine']",['ASCI'],[],[],,
1992,Carl,H.,June,['University of Pennsylvania Perelman School of Medicine'],"['Bone marrow transplantation', 'Immunology', 'HIV', 'Oncology', 'Virology']",['Bone marrow transplantation'],['ASCI'],[],[],,
1992,Philip,A.,Kern,['University of Kentucky College of Medicine'],"['Endocrinology', 'Metabolism', 'Diabetes', 'Molecular Biology']","['Endocrinology', 'Metabolism', 'Diabetes']",['ASCI'],[],[],,
1992,Dennis,,Klinman,[],[],[],['ASCI'],[],[],,
1992,Ronald,Jay,Koenig,['University of Michigan Medical School'],"['Endocrinology', 'Internal Medicine']","['Endocrinology', 'Internal Medicine']",['ASCI'],[],[],,
1992,Thomas,S.,Kupper,"[""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Dana-Farber Cancer Institute']","['Dermatology', 'Molecular Biology', 'Oncology', 'Immunology', 'Cell Biology']",['Dermatology'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
1992,Michael,R,Lerner,[],[],[],['ASCI'],[],[],,
1992,Franklin,D.,Lowy,['Columbia University College of Physicians & Surgeons'],"['Epidemiology', 'Cell Biology', 'Molecular Biology', 'Microbiology', 'Infectious Disease', 'Internal Medicine']","['Microbiology', 'Infectious Disease', 'Internal Medicine']",['ASCI'],[],[],,
1992,Christopher,Y.,Lu,['University of Texas Southwestern Medical Center'],"['Immunology', 'Molecular Biology', 'Gene Transfer/Gene Therapy', 'Internal Medicine', 'Nephrology']","['Internal Medicine', 'Nephrology']",['ASCI'],[],[],,
1992,Michael,P.,Madaio,['Medical College of Georgia School of Medicine'],"['Molecular Biology', 'Rheumatology', 'Immunology', 'Nephrology']","['Rheumatology', 'Nephrology']",['ASCI'],[],[],,
1992,William,,Martin,['Ohio State University College of Medicine'],"['Cell Biology', 'Gene Transfer/Gene Therapy', 'Pulmonology', 'Public Policy', 'Administration', 'Health care policy', 'Molecular Biology', 'Infectious Disease', 'Critical Care Medicine']","['Pulmonology', 'Infectious Disease', 'Critical Care Medicine']",['ASCI'],[],[],,
1992,Emeran,A.,Mayer,"['University of California, Los Angeles, David Geffen School of Medicine']","['Psychiatry', 'Gastroenterology', 'Internal Medicine', 'Cell Biology', 'Physiology', 'Neurobiology']","['Psychiatry', 'Gastroenterology', 'Internal Medicine']",['ASCI'],[],[],,
1992,Theodore,,Mazzone,['University of Chicago Pritzker School of Medicine'],"['Administration', 'Biochemistry', 'Metabolism', 'Cell Biology', 'Diabetes', 'Molecular Biology', 'Endocrinology', 'Cardiovascular Disease']","['Metabolism', 'Diabetes', 'Endocrinology', 'Cardiovascular Disease']",['ASCI'],[],[],,
1992,George,R.,Merriam,[],[],[],['ASCI'],[],[],,
1992,John,M.,Miles,['Mayo Clinic'],[],[],['ASCI'],[],[],,
1992,Fred,,Morady,[],[],[],['ASCI'],[],[],,
1992,James,P.,Morgan,"['Tufts University School of Medicine', 'Steward Carney Hospital']","['Cardiology', 'General Medicine', 'Internal Medicine', 'Cardiovascular Disease', 'Pharmacology', 'Cell Biology', 'Administration', 'Physiology']","['Cardiology', 'General Medicine', 'Internal Medicine', 'Cardiovascular Disease']",['ASCI'],['Tuft University Affiliates*'],"['Tufts Medical Center', 'Tufts University School of Medicine']",,
1992,John,D.,Mountz,['University of Alabama at Birmingham School of Medicine'],"['Gene Transfer/Gene Therapy', 'Immunology', 'Rheumatology', 'Genetics', 'Molecular Biology', 'Nuclear Medicine', 'Internal Medicine']","['Rheumatology', 'Genetics', 'Nuclear Medicine', 'Internal Medicine']",['ASCI'],[],[],,
1992,Philip,M.,Murphy,['National Institutes of Health'],"['Immunology', 'Internal Medicine', 'Molecular Biology', 'Hematology', 'Infectious Disease']","['Internal Medicine', 'Hematology', 'Infectious Disease']",['ASCI'],[],[],,
1992,Allen,Ira,Oliff,['GlaxoSmithKline'],['Oncology'],[],['ASCI'],[],[],,
1992,Milton,,Packer,['University of Texas Southwestern Medical Center'],"['Cardiovascular Disease', 'Cardiology']","['Cardiovascular Disease', 'Cardiology']",['ASCI'],[],[],,
1992,William,P.,Peters,[],"['Oncology', 'Administration', 'Bone marrow transplantation', 'Pharmacology', 'Pathology', 'Health services research', 'Outcomes research']","['Bone marrow transplantation', 'Pathology']",['ASCI'],[],[],,
